Time(ms),Finger,Phase,MotorID,SensorRaw,L_meas_cm,Theta_meas_deg,Theta_target_deg,L_target_cm,GoalTick,PresentTick,Err_theta_deg
60921,Index,Flex,2,305,4.300200417036602,35.835003475305015,33.0,3.96,100138,100114,-2.8350034753050153
60921,Middle,Flex,3,295,4.055806069743979,33.79838391453316,31.0,3.7199999999999998,100146,100154,-2.7983839145331615
60987,Thumb,Flex,1,306,4.578575857741811,38.15479881451509,34.0,4.08,100149,100123,-4.15479881451509
60987,Index,Flex,2,309,4.132503597425668,34.43752997854723,33.0,3.96,100132,100152,-1.4375299785472322
60987,Middle,Flex,3,309,3.986741799556908,33.222848329640904,31.0,3.7199999999999998,100136,100112,-2.222848329640904
61053,Thumb,Flex,1,317,4.427011120236924,36.8917593353077,34.0,4.08,100132,100164,-2.8917593353076967
61053,Index,Flex,2,309,4.344442132284305,36.20368443570254,33.0,3.96,100152,100155,-3.2036844357025416
61053,Middle,Flex,3,305,4.1878100782603624,34.89841731883635,31.0,3.7199999999999998,100140,100137,-3.8984173188363513
61119,Thumb,Flex,1,308,4.5910457297636995,38.2587144146975,34.0,4.08,100158,100143,-4.258714414697501
61119,Index,Flex,2,299,4.542954342416373,37.85795285346978,33.0,3.96,100120,100123,-4.857952853469783
61119,Middle,Flex,3,300,4.020612355421228,33.50510296184357,31.0,3.7199999999999998,100152,100149,-2.505102961843569
61185,Thumb,Flex,1,309,4.6646815274924425,38.872346062437025,34.0,4.08,100140,100156,-4.872346062437025
61185,Index,Flex,2,307,4.094101229198448,34.1175102433204,33.0,3.96,100115,100105,-1.1175102433204032
61185,Middle,Flex,3,305,4.014007297268739,33.45006081057282,31.0,3.7199999999999998,100108,100120,-2.450060810572822
61251,Thumb,Flex,1,309,4.425988055027744,36.88323379189787,34.0,4.08,100128,100124,-2.8832337918978723
61251,Index,Flex,2,316,4.487617577359369,37.396813144661415,33.0,3.96,100133,100169,-4.396813144661415
61251,Middle,Flex,3,304,3.883675068590034,32.36395890491695,31.0,3.7199999999999998,100150,100190,-1.3639589049169487
61317,Thumb,Flex,1,323,4.39224529049253,36.602044087437754,34.0,4.08,100129,100094,-2.602044087437754
61317,Index,Flex,2,304,4.2727673607752905,35.606394673127426,33.0,3.96,100136,100110,-2.6063946731274257
61317,Middle,Flex,3,308,4.184050763614991,34.867089696791595,31.0,3.7199999999999998,100110,100110,-3.867089696791595
61383,Thumb,Flex,1,313,4.440286520586983,37.00238767155819,34.0,4.08,100127,100099,-3.002387671558189
61383,Index,Flex,2,306,4.11133239287597,34.26110327396642,33.0,3.96,100135,100142,-1.2611032739664196
61383,Middle,Flex,3,298,4.172267313087132,34.7688942757261,31.0,3.7199999999999998,100128,100109,-3.7688942757260975
61449,Thumb,Flex,1,310,4.522454811086538,37.687123425721154,34.0,4.08,100143,100113,-3.687123425721154
61449,Index,Flex,2,299,4.2495065288898815,35.412554407415676,33.0,3.96,100135,100152,-2.4125544074156764
61449,Middle,Flex,3,304,3.8509848109062386,32.091540090885324,31.0,3.7199999999999998,100117,100153,-1.0915400908853243
61515,Thumb,Flex,1,299,4.449733986488867,37.081116554073894,34.0,4.08,100128,100108,-3.081116554073894
61515,Index,Flex,2,301,4.1711178642656455,34.759315535547046,33.0,3.96,100145,100146,-1.7593155355470458
61515,Middle,Flex,3,307,4.054207610617557,33.78506342181298,31.0,3.7199999999999998,100134,100135,-2.7850634218129784
61581,Thumb,Flex,1,308,4.451555332938174,37.09629444115145,34.0,4.08,100137,100136,-3.09629444115145
61581,Index,Flex,2,307,4.499875753745234,37.49896461454362,33.0,3.96,100135,100175,-4.498964614543617
61581,Middle,Flex,3,310,3.9120484466123937,32.60040372176995,31.0,3.7199999999999998,100132,100128,-1.6004037217699505
61647,Thumb,Flex,1,315,4.246329108725267,35.38607590604389,34.0,4.08,100130,100131,-1.3860759060438923
61647,Index,Flex,2,312,4.4217570108374,36.847975090311664,33.0,3.96,100140,100107,-3.847975090311664
61647,Middle,Flex,3,311,3.970745093217979,33.08954244348316,31.0,3.7199999999999998,100129,100103,-2.089542443483161
61713,Thumb,Flex,1,305,4.2439382856589765,35.36615238049147,34.0,4.08,100152,100156,-1.3661523804914708
61713,Index,Flex,2,309,4.227264402137546,35.22720335114622,33.0,3.96,100115,100079,-2.2272033511462226
61713,Middle,Flex,3,305,4.005649111089508,33.38040925907924,31.0,3.7199999999999998,100137,100119,-2.3804092590792365
61779,Thumb,Flex,1,316,4.421829579226676,36.84857982688897,34.0,4.08,100152,100121,-2.8485798268889724
61779,Index,Flex,2,303,4.352248880243371,36.26874066869476,33.0,3.96,100148,100184,-3.268740668694761
61779,Middle,Flex,3,301,4.106476883234396,34.22064069361996,31.0,3.7199999999999998,100118,100089,-3.2206406936199627
61845,Thumb,Flex,1,303,4.2741846484249635,35.61820540354137,34.0,4.08,100135,100139,-1.618205403541367
61845,Index,Flex,2,298,4.432264145638291,36.93553454698576,33.0,3.96,100146,100184,-3.9355345469857568
61845,Middle,Flex,3,319,4.024794554968056,33.5399546247338,31.0,3.7199999999999998,100139,100159,-2.5399546247338023
61911,Thumb,Flex,1,298,4.295662547462864,35.79718789552386,34.0,4.08,100158,100193,-1.7971878955238623
61911,Index,Flex,2,302,4.306888220898468,35.8907351741539,33.0,3.96,100160,100168,-2.890735174153903
61911,Middle,Flex,3,310,4.239864366755867,35.332203056298894,31.0,3.7199999999999998,100150,100167,-4.332203056298894
61977,Thumb,Flex,1,301,4.468459836301344,37.2371653025112,34.0,4.08,100151,100173,-3.237165302511201
61977,Index,Flex,2,296,4.252542477901357,35.43785398251131,33.0,3.96,100143,100127,-2.4378539825113066
61977,Middle,Flex,3,307,3.9900578115478185,33.25048176289849,31.0,3.7199999999999998,100114,100133,-2.250481762898488
62043,Thumb,Flex,1,306,4.351822765698642,36.26518971415535,34.0,4.08,100143,100126,-2.2651897141553476
62043,Index,Flex,2,302,4.5430620275107945,37.858850229256625,33.0,3.96,100154,100142,-4.858850229256625
62043,Middle,Flex,3,315,4.081456054187154,34.012133784892946,31.0,3.7199999999999998,100106,100091,-3.0121337848929457
62109,Thumb,Flex,1,304,4.664380941178203,38.86984117648503,34.0,4.08,100164,100203,-4.869841176485032
62109,Index,Flex,2,298,4.2579129475072985,35.482607895894155,33.0,3.96,100123,100089,-2.482607895894155
62109,Middle,Flex,3,310,3.92128767290572,32.677397274214336,31.0,3.7199999999999998,100138,100127,-1.6773972742143357
62175,Thumb,Flex,1,291,4.448085592086489,37.067379934054074,34.0,4.08,100143,100122,-3.067379934054074
62175,Index,Flex,2,321,4.074869381894243,33.957244849118695,33.0,3.96,100140,100170,-0.9572448491186947
62175,Middle,Flex,3,306,4.095868649288278,34.13223874406898,31.0,3.7199999999999998,100149,100165,-3.132238744068978
62241,Thumb,Flex,1,309,4.462256973503683,37.18547477919736,34.0,4.08,100162,100172,-3.1854747791973566
62241,Index,Flex,2,307,4.167332666397954,34.727772219982946,33.0,3.96,100163,100162,-1.7277722199829455
62241,Middle,Flex,3,308,4.127726483220839,34.397720693507,31.0,3.7199999999999998,100139,100117,-3.3977206935069972
62307,Thumb,Flex,1,313,4.265810845060722,35.54842370883935,34.0,4.08,100128,100168,-1.5484237088393513
62307,Index,Flex,2,314,4.487451951405214,37.395432928376785,33.0,3.96,100154,100188,-4.395432928376785
62307,Middle,Flex,3,323,3.8955164063085563,32.46263671923797,31.0,3.7199999999999998,100121,100149,-1.4626367192379703
62373,Thumb,Flex,1,311,4.572529311486815,38.1044109290568,34.0,4.08,100156,100185,-4.104410929056797
62373,Index,Flex,2,314,4.344712513101924,36.205937609182705,33.0,3.96,100152,100152,-3.2059376091827048
62373,Middle,Flex,3,310,3.726092998695781,31.05077498913151,31.0,3.7199999999999998,100128,100132,-0.05077498913151146
62439,Thumb,Flex,1,319,4.59199151146874,38.26659592890617,34.0,4.08,100121,100131,-4.26659592890617
62439,Index,Flex,2,324,4.214793577048457,35.123279808737145,33.0,3.96,100115,100077,-2.123279808737145
62439,Middle,Flex,3,313,4.070681500253589,33.92234583544658,31.0,3.7199999999999998,100106,100126,-2.9223458354465777
62505,Thumb,Flex,1,301,4.579035777901957,38.15863148251631,34.0,4.08,100136,100157,-4.158631482516313
62505,Index,Flex,2,308,4.328582982435149,36.071524853626244,33.0,3.96,100163,100202,-3.0715248536262436
62505,Middle,Flex,3,312,4.1502225983008865,34.58518831917406,31.0,3.7199999999999998,100130,100165,-3.5851883191740583
62571,Thumb,Flex,1,296,4.2801431955615135,35.66785996301261,34.0,4.08,100117,100151,-1.66785996301261
62571,Index,Flex,2,308,4.313101569049841,35.94251307541534,33.0,3.96,100115,100087,-2.9425130754153415
62571,Middle,Flex,3,302,4.0215884734777205,33.51323727898101,31.0,3.7199999999999998,100119,100129,-2.513237278981009
62637,Thumb,Flex,1,305,4.519510944825997,37.66259120688331,34.0,4.08,100142,100151,-3.662591206883313
62637,Index,Flex,2,315,4.018731585564213,33.489429879701774,33.0,3.96,100160,100191,-0.489429879701774
62637,Middle,Flex,3,326,3.7808103745916726,31.506753121597274,31.0,3.7199999999999998,100114,100099,-0.5067531215972743
62703,Thumb,Flex,1,301,4.402982122782808,36.69151768985673,34.0,4.08,100167,100193,-2.691517689856731
62703,Index,Flex,2,314,4.123398855795889,34.36165713163241,33.0,3.96,100160,100124,-1.3616571316324126
62703,Middle,Flex,3,316,4.158990840507725,34.65825700423104,31.0,3.7199999999999998,100144,100144,-3.6582570042310394
62769,Thumb,Flex,1,322,4.579197271673174,38.15997726394312,34.0,4.08,100147,100155,-4.159977263943119
62769,Index,Flex,2,308,3.985837526961927,33.215312724682725,33.0,3.96,100142,100154,-0.21531272468272533
62769,Middle,Flex,3,300,4.008423848911087,33.40353207425906,31.0,3.7199999999999998,100145,100106,-2.4035320742590613
62835,Thumb,Flex,1,311,4.463407762079434,37.19506468399529,34.0,4.08,100148,100151,-3.195064683995291
62835,Index,Flex,2,306,4.172928736893462,34.77440614077886,33.0,3.96,100141,100139,-1.7744061407788578
62835,Middle,Flex,3,301,3.953183340590505,32.943194504920875,31.0,3.7199999999999998,100117,100091,-1.943194504920875
62901,Thumb,Flex,1,312,4.576618243555483,38.13848536296236,34.0,4.08,100121,100135,-4.1384853629623635
62901,Index,Flex,2,326,4.424014215574792,36.86678512978994,33.0,3.96,100123,100159,-3.866785129789939
62901,Middle,Flex,3,316,4.1507116851400925,34.5892640428341,31.0,3.7199999999999998,100122,100102,-3.5892640428341025
62967,Thumb,Flex,1,310,4.4481816758825055,37.06818063235421,34.0,4.08,100127,100126,-3.0681806323542133
62967,Index,Flex,2,309,4.152791761439825,34.60659801199854,33.0,3.96,100152,100142,-1.6065980119985426
62967,Middle,Flex,3,309,3.7820529489666774,31.517107908055646,31.0,3.7199999999999998,100118,100145,-0.517107908055646
63033,Thumb,Flex,1,309,4.49096817940809,37.42473482840075,34.0,4.08,100140,100101,-3.4247348284007515
63033,Index,Flex,2,315,4.483218255062822,37.36015212552352,33.0,3.96,100141,100158,-4.36015212552352
63033,Middle,Flex,3,293,4.013968982432472,33.4497415202706,31.0,3.7199999999999998,100123,100084,-2.4497415202705994
63099,Thumb,Flex,1,316,4.318192232911446,35.98493527426206,34.0,4.08,100145,100142,-1.9849352742620567
63099,Index,Flex,2,304,4.184845545189896,34.873712876582466,33.0,3.96,100154,100191,-1.8737128765824664
63099,Middle,Flex,3,305,3.9511709343863677,32.92642445321973,31.0,3.7199999999999998,100108,100077,-1.926424453219731
63165,Thumb,Flex,1,296,4.38496414701661,36.54136789180508,34.0,4.08,100139,100112,-2.5413678918050806
63165,Index,Flex,2,307,4.348164384019629,36.23470320016358,33.0,3.96,100128,100167,-3.2347032001635796
63165,Middle,Flex,3,321,4.007594067547653,33.39661722956377,31.0,3.7199999999999998,100140,100175,-2.3966172295637733
63231,Thumb,Flex,1,306,4.51618414669506,37.634867889125495,34.0,4.08,100157,100173,-3.634867889125495
63231,Index,Flex,2,306,4.1130715643381786,34.27559636948482,33.0,3.96,100138,100172,-1.2755963694848234
63231,Middle,Flex,3,315,4.081449287867578,34.01207739889649,31.0,3.7199999999999998,100107,100072,-3.012077398896487
63297,Thumb,Flex,1,308,4.4067836968702885,36.72319747391907,34.0,4.08,100165,100164,-2.723197473919072
63297,Index,Flex,2,317,4.099724653622179,34.164372113518155,33.0,3.96,100130,100161,-1.164372113518155
63297,Middle,Flex,3,305,4.0298207229897995,33.58183935824833,31.0,3.7199999999999998,100132,100168,-2.581839358248331
63363,Thumb,Flex,1,306,4.761233057109116,39.676942142575975,34.0,4.08,100117,100120,-5.6769421425759745
63363,Index,Flex,2,303,4.149403706899973,34.57836422416644,33.0,3.96,100143,100130,-1.5783642241664424
63363,Middle,Flex,3,318,4.15513626101187,34.62613550843225,31.0,3.7199999999999998,100151,100186,-3.626135508432249
63429,Thumb,Flex,1,303,4.552882995616409,37.94069163013675,34.0,4.08,100166,100146,-3.9406916301367474
63429,Index,Flex,2,315,4.298537288274246,35.82114406895205,33.0,3.96,100141,100177,-2.8211440689520515
63429,Middle,Flex,3,322,4.036812674122693,33.64010561768911,31.0,3.7199999999999998,100128,100126,-2.640105617689109
63495,Thumb,Flex,1,299,4.608810261222849,38.406752176857076,34.0,4.08,100121,100127,-4.406752176857076
63495,Index,Flex,2,308,4.406595223375015,36.72162686145846,33.0,3.96,100136,100129,-3.7216268614584607
63495,Middle,Flex,3,303,4.101604158565714,34.18003465471429,31.0,3.7199999999999998,100148,100132,-3.180034654714291
63561,Thumb,Flex,1,304,4.628677411335927,38.572311761132724,34.0,4.08,100154,100139,-4.572311761132724
63561,Index,Flex,2,302,4.182273088572418,34.852275738103486,33.0,3.96,100160,100126,-1.8522757381034864
63561,Middle,Flex,3,305,4.102157774591947,34.18464812159956,31.0,3.7199999999999998,100154,100154,-3.184648121599558
63627,Thumb,Flex,1,295,4.440825164317289,37.006876369310746,34.0,4.08,100167,100127,-3.0068763693107456
63627,Index,Flex,2,300,4.188348550425651,34.902904586880425,33.0,3.96,100138,100168,-1.9029045868804246
63627,Middle,Flex,3,303,4.100692046805217,34.17243372337681,31.0,3.7199999999999998,100140,100121,-3.1724337233768125
63693,Thumb,Flex,1,308,4.681536756704882,39.01280630587402,34.0,4.08,100139,100142,-5.012806305874022
63693,Index,Flex,2,321,4.027685531841391,33.56404609867826,33.0,3.96,100153,100168,-0.5640460986782614
63693,Middle,Flex,3,317,4.0631284039699285,33.859403366416075,31.0,3.7199999999999998,100122,100134,-2.8594033664160747
63759,Thumb,Flex,1,316,4.5036637192902695,37.53053099408558,34.0,4.08,100147,100174,-3.5305309940855807
63759,Index,Flex,2,312,4.201280091091376,35.01066742576147,33.0,3.96,100149,100125,-2.0106674257614685
63759,Middle,Flex,3,308,4.056422279929335,33.803518999411125,31.0,3.7199999999999998,100140,100147,-2.803518999411125
63825,Thumb,Flex,1,306,4.447193027909301,37.05994189924418,34.0,4.08,100126,100088,-3.05994189924418
63825,Index,Flex,2,320,4.159755440592499,34.66462867160416,33.0,3.96,100144,100173,-1.664628671604163
63825,Middle,Flex,3,321,4.000834029517549,33.3402835793129,31.0,3.7199999999999998,100150,100138,-2.340283579312903
63891,Thumb,Flex,1,298,4.667316205228235,38.89430171023529,34.0,4.08,100150,100167,-4.89430171023529
63891,Index,Flex,2,317,4.241742082344206,35.34785068620172,33.0,3.96,100140,100168,-2.347850686201717
63891,Middle,Flex,3,310,4.086797470324524,34.0566455860377,31.0,3.7199999999999998,100142,100129,-3.0566455860377033
63957,Thumb,Flex,1,297,4.144560656738918,34.53800547282432,34.0,4.08,100128,100118,-0.5380054728243167
63957,Index,Flex,2,298,4.476156205238035,37.30130171031696,33.0,3.96,100143,100159,-4.301301710316963
63957,Middle,Flex,3,300,3.8641194718936545,32.20099559911379,31.0,3.7199999999999998,100128,100129,-1.2009955991137886
64023,Thumb,Flex,1,315,4.137993211241436,34.4832767603453,34.0,4.08,100125,100092,-0.4832767603452979
64023,Index,Flex,2,299,4.352643268781188,36.27202723984323,33.0,3.96,100135,100108,-3.272027239843233
64023,Middle,Flex,3,307,3.9613375984400063,33.01114665366672,31.0,3.7199999999999998,100125,100117,-2.011146653666721
64089,Thumb,Flex,1,311,4.434268054668789,36.952233788906575,34.0,4.08,100143,100157,-2.9522337889065753
64089,Index,Flex,2,302,4.303647800509242,35.86373167091035,33.0,3.96,100119,100090,-2.8637316709103473
64089,Middle,Flex,3,298,3.9415390261530754,32.84615855127563,31.0,3.7199999999999998,100110,100106,-1.8461585512756287
64155,Thumb,Flex,1,309,4.15553764016952,34.629480334746,34.0,4.08,100141,100174,-0.629480334745999
64155,Index,Flex,2,292,4.208963450394529,35.07469541995441,33.0,3.96,100156,100161,-2.074695419954409
64155,Middle,Flex,3,311,4.015426809656189,33.461890080468244,31.0,3.7199999999999998,100125,100132,-2.461890080468244
64221,Thumb,Flex,1,304,4.619068903364656,38.49224086137214,34.0,4.08,100117,100149,-4.492240861372139
64221,Index,Flex,2,307,4.455319543519921,37.12766286266601,33.0,3.96,100150,100132,-4.127662862666007
64221,Middle,Flex,3,306,3.7062405917511616,30.885338264593013,31.0,3.7199999999999998,100134,100142,0.11466173540698676
64287,Thumb,Flex,1,297,4.477943874302891,37.3161989525241,34.0,4.08,100139,100175,-3.316198952524097
64287,Index,Flex,2,310,4.302877412813549,35.85731177344624,33.0,3.96,100162,100136,-2.8573117734462414
64287,Middle,Flex,3,308,3.9585917330035807,32.98826444169651,31.0,3.7199999999999998,100154,100190,-1.9882644416965078
64353,Thumb,Flex,1,315,4.394841226214678,36.623676885122315,34.0,4.08,100137,100123,-2.6236768851223147
64353,Index,Flex,2,316,4.370089562341141,36.41741301950951,33.0,3.96,100119,100111,-3.4174130195095103
64353,Middle,Flex,3,309,4.117162218728261,34.309685156068845,31.0,3.7199999999999998,100107,100092,-3.309685156068845
64419,Thumb,Flex,1,311,4.516712793232093,37.63927327693411,34.0,4.08,100122,100137,-3.6392732769341123
64419,Index,Flex,2,300,4.701943539222857,39.18286282685714,33.0,3.96,100129,100130,-6.182862826857139
64419,Middle,Flex,3,310,4.175655257378118,34.79712714481765,31.0,3.7199999999999998,100108,100075,-3.797127144817651
64485,Thumb,Flex,1,314,4.23428293305408,35.285691108784,34.0,4.08,100161,100175,-1.2856911087840004
64485,Index,Flex,2,301,4.728058797764109,39.40048998136758,33.0,3.96,100119,100158,-6.400489981367578
64485,Middle,Flex,3,312,4.154040737578097,34.617006146484144,31.0,3.7199999999999998,100106,100082,-3.617006146484144
64551,Thumb,Flex,1,309,4.422604140507978,36.85503450423315,34.0,4.08,100154,100164,-2.855034504233153
64551,Index,Flex,2,319,4.221207952709203,35.17673293924336,33.0,3.96,100133,100103,-2.176732939243358
64551,Middle,Flex,3,305,4.032532537364137,33.60443781136781,31.0,3.7199999999999998,100126,100145,-2.6044378113678093
64617,Thumb,Flex,1,295,4.373826645838169,36.44855538198474,34.0,4.08,100153,100138,-2.4485553819847397
64617,Index,Flex,2,293,4.13874449318371,34.489537443197584,33.0,3.96,100115,100147,-1.4895374431975839
64617,Middle,Flex,3,310,4.000918884149287,33.34099070124406,31.0,3.7199999999999998,100115,100081,-2.34099070124406
64683,Thumb,Flex,1,311,4.423230842346594,36.86025701955495,34.0,4.08,100118,100129,-2.8602570195549504
64683,Index,Flex,2,313,4.3649977003590195,36.374980836325165,33.0,3.96,100123,100162,-3.3749808363251645
64683,Middle,Flex,3,299,3.9091512670677386,32.57626055889782,31.0,3.7199999999999998,100135,100141,-1.5762605588978218
64749,Thumb,Flex,1,291,4.471101153222438,37.25917627685365,34.0,4.08,100150,100184,-3.259176276853651
64749,Index,Flex,2,291,4.183901253019984,34.86584377516654,33.0,3.96,100144,100173,-1.8658437751665389
64749,Middle,Flex,3,315,3.929562639765175,32.746355331376456,31.0,3.7199999999999998,100105,100083,-1.7463553313764564
64815,Thumb,Flex,1,316,4.389247200686086,36.577060005717385,34.0,4.08,100167,100162,-2.577060005717385
64815,Index,Flex,2,304,4.282928206324707,35.69106838603923,33.0,3.96,100114,100147,-2.691068386039227
64815,Middle,Flex,3,307,3.72262108382948,31.021842365245668,31.0,3.7199999999999998,100133,100121,-0.02184236524566785
64881,Thumb,Flex,1,315,4.486251462048087,37.38542885040073,34.0,4.08,100160,100147,-3.3854288504007286
64881,Index,Flex,2,296,4.151157772546641,34.59298143788868,33.0,3.96,100139,100126,-1.5929814378886817
64881,Middle,Flex,3,308,4.152155606289249,34.60129671907708,31.0,3.7199999999999998,100119,100135,-3.6012967190770766
64947,Thumb,Flex,1,310,4.33536199625278,36.128016635439835,34.0,4.08,100121,100127,-2.1280166354398347
64947,Index,Flex,2,311,4.380319102031369,36.502659183594744,33.0,3.96,100122,100102,-3.5026591835947443
64947,Middle,Flex,3,308,4.0137706313752135,33.44808859479345,31.0,3.7199999999999998,100144,100131,-2.4480885947934468
65013,Thumb,Flex,1,309,4.295758914022798,35.797990950189984,34.0,4.08,100142,100166,-1.797990950189984
65013,Index,Flex,2,306,4.416521164654257,36.804343038785476,33.0,3.96,100144,100111,-3.8043430387854755
65013,Middle,Flex,3,313,3.9851811962665034,33.20984330222086,31.0,3.7199999999999998,100114,100124,-2.209843302220861
65079,Thumb,Flex,1,304,4.402794082118125,36.68995068431771,34.0,4.08,100128,100101,-2.689950684317708
65079,Index,Flex,2,297,3.980161213161094,33.168010109675784,33.0,3.96,100137,100146,-0.16801010967578378
65079,Middle,Flex,3,311,4.047303524030508,33.727529366920905,31.0,3.7199999999999998,100135,100169,-2.727529366920905
65145,Thumb,Flex,1,300,4.407206481597326,36.72672067997772,34.0,4.08,100135,100169,-2.726720679977717
65145,Index,Flex,2,301,4.310751793088436,35.9229316090703,33.0,3.96,100131,100112,-2.9229316090702966
65145,Middle,Flex,3,313,4.057853716029441,33.81544763357867,31.0,3.7199999999999998,100128,100094,-2.815447633578671
65211,Thumb,Flex,1,306,4.5016913023398875,37.51409418616573,34.0,4.08,100133,100149,-3.514094186165728
65211,Index,Flex,2,316,4.322559372205932,36.0213281017161,33.0,3.96,100119,100095,-3.021328101716101
65211,Middle,Flex,3,310,3.9740031769810207,33.116693141508506,31.0,3.7199999999999998,100122,100096,-2.116693141508506
65277,Thumb,Flex,1,314,4.470395752573503,37.253297938112524,34.0,4.08,100134,100172,-3.2532979381125244
65277,Index,Flex,2,312,4.498332762118261,37.486106350985516,33.0,3.96,100121,100099,-4.486106350985516
65277,Middle,Flex,3,304,3.9600405269224,33.00033772435334,31.0,3.7199999999999998,100148,100160,-2.0003377243533365
65343,Thumb,Flex,1,310,4.716805437181092,39.3067119765091,34.0,4.08,100126,100121,-5.306711976509099
65343,Index,Flex,2,321,3.8658733701927335,32.21561141827278,33.0,3.96,100155,100142,0.7843885817272209
65343,Middle,Flex,3,316,4.083835408095536,34.03196173412947,31.0,3.7199999999999998,100131,100108,-3.0319617341294673
65409,Thumb,Flex,1,313,4.65128791895313,38.760732657942754,34.0,4.08,100153,100126,-4.760732657942754
65409,Index,Flex,2,304,4.318273010416456,35.98560842013713,33.0,3.96,100133,100167,-2.985608420137133
65409,Middle,Flex,3,295,4.095418386109836,34.128486550915305,31.0,3.7199999999999998,100134,100100,-3.128486550915305
65475,Thumb,Flex,1,315,4.690128561191685,39.08440467659737,34.0,4.08,100163,100128,-5.084404676597373
65475,Index,Flex,2,313,4.220757927731531,35.17298273109609,33.0,3.96,100153,100154,-2.1729827310960914
65475,Middle,Flex,3,300,3.8316307761416115,31.930256467846764,31.0,3.7199999999999998,100132,100101,-0.930256467846764
65541,Thumb,Flex,1,311,4.4755474724721,37.2962289372675,34.0,4.08,100151,100149,-3.2962289372675
65541,Index,Flex,2,299,4.387834614183092,36.56528845152577,33.0,3.96,100155,100172,-3.565288451525767
65541,Middle,Flex,3,304,3.9805119713382364,33.17093309448531,31.0,3.7199999999999998,100149,100145,-2.1709330944853065
65607,Thumb,Flex,1,301,4.287399951985058,35.72833293320881,34.0,4.08,100158,100144,-1.7283329332088115
65607,Index,Flex,2,304,4.261985317065405,35.51654430887838,33.0,3.96,100132,100165,-2.5165443088783803
65607,Middle,Flex,3,311,3.982106897505816,33.1842241458818,31.0,3.7199999999999998,100142,100177,-2.1842241458817995
65673,Thumb,Flex,1,317,4.582628857939358,38.18857381616132,34.0,4.08,100133,100103,-4.188573816161323
65673,Index,Flex,2,313,4.127805259873064,34.39837716560887,33.0,3.96,100163,100131,-1.3983771656088706
65673,Middle,Flex,3,314,3.881518606388544,32.3459883865712,31.0,3.7199999999999998,100147,100120,-1.3459883865712001
65739,Thumb,Flex,1,300,4.256765390980386,35.47304492483656,34.0,4.08,100139,100145,-1.4730449248365574
65739,Index,Flex,2,304,4.052238571684753,33.76865476403961,33.0,3.96,100143,100173,-0.76865476403961
65739,Middle,Flex,3,311,4.090705789738917,34.089214914490974,31.0,3.7199999999999998,100133,100122,-3.0892149144909737
65805,Thumb,Flex,1,313,4.407327786305538,36.727731552546146,34.0,4.08,100132,100137,-2.727731552546146
65805,Index,Flex,2,297,4.261185907129339,35.50988255941116,33.0,3.96,100126,100136,-2.5098825594111602
65805,Middle,Flex,3,307,3.985025535736569,33.20854613113808,31.0,3.7199999999999998,100120,100100,-2.2085461311380783
65871,Thumb,Flex,1,300,4.425752386114384,36.88126988428654,34.0,4.08,100150,100130,-2.8812698842865387
65871,Index,Flex,2,300,4.480062767638753,37.33385639698961,33.0,3.96,100152,100180,-4.33385639698961
65871,Middle,Flex,3,294,3.694760570035817,30.78967141696514,31.0,3.7199999999999998,100119,100096,0.21032858303485824
65937,Thumb,Extend,4,315,4.294596115494489,35.78830096245407,34.0,4.08,100154,100147,-1.7883009624540733
65937,Index,Extend,5,311,4.048148343426597,33.73456952855497,33.0,3.96,100140,100135,-0.7345695285549709
65937,Middle,Extend,6,310,4.0098601915231,33.415501596025834,31.0,3.7199999999999998,100117,100096,-2.415501596025834
66003,Thumb,Extend,4,313,4.109559166964696,34.24632639137247,33.63333333333333,4.036,100148,100161,-0.6129930580391374
66003,Index,Extend,5,309,4.407121055168553,36.72600879307128,32.61666666666666,3.9139999999999993,100150,100120,-4.10934212640462
66003,Middle,Extend,6,315,3.907877830829331,32.56564859024443,30.666666666666664,3.6799999999999997,100138,100133,-1.8989819235777645
66069,Thumb,Extend,4,302,4.415811759240697,36.79843132700581,33.266666666666666,3.9919999999999995,100156,100181,-3.5317646603391424
66069,Index,Extend,5,313,4.3028788563813976,35.85732380317832,32.233333333333334,3.868,100114,100129,-3.6239904698449834
66069,Middle,Extend,6,302,3.9477804092732076,32.89817007727673,30.333333333333336,3.64,100152,100113,-2.5648367439433954
66135,Thumb,Extend,4,319,3.8877149644666424,32.39762470388869,32.9,3.9479999999999995,100113,100102,0.5023752961113104
66135,Index,Extend,5,305,4.433516503367593,36.94597086139661,31.849999999999998,3.8219999999999996,100116,100086,-5.095970861396612
66135,Middle,Extend,6,309,4.174142370503259,34.78451975419382,30.0,3.5999999999999996,100150,100147,-4.784519754193823
66201,Thumb,Extend,4,297,4.223168099939181,35.193067499493175,32.53333333333333,3.9039999999999995,100148,100178,-2.6597341661598435
66201,Index,Extend,5,307,3.999203519495808,33.3266959957984,31.46666666666667,3.7760000000000002,100128,100144,-1.8600293291317342
66201,Middle,Extend,6,305,3.69993587201692,30.832798933474333,29.666666666666668,3.56,100127,100119,-1.166132266807665
66267,Thumb,Extend,4,315,4.052181072829645,33.76817560691371,32.166666666666664,3.8599999999999994,100139,100129,-1.6015089402470437
66267,Index,Extend,5,302,3.9088441650218777,32.57370137518232,31.083333333333332,3.7299999999999995,100139,100130,-1.4903680418489849
66267,Middle,Extend,6,297,3.738836114071661,31.15696761726384,29.333333333333332,3.5199999999999996,100113,100084,-1.8236342839305095
